,Name,Card Type,Attribute,Type of Spell and Trap,Type,Level/Rank/Link,Abilities/Other,Cid,Release Name,Release Date,Release Link
116,Gearspring Spirit,Effect,DARK,,Machine,8,,9980,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
117,Eva,Effect,LIGHT,,Fairy,1,,13349,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
118,Pendulum Witch,Pendulum,EARTH,,Spellcaster,3,,19716,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
119,Archfiend's Advent,Effect,DARK,,Fiend,6,,20036,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
120,Ancient Gear Dragon,Effect,EARTH,,Machine,5,,20178,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
121,Ultimate Flagship Ursatron,Fusion,WATER,,Machine,7,,16526,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
122,Phantom of Yubel,Fusion,DARK,,Fiend,9,,20037,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
123,Trident Dragion,Synchro,FIRE,,Dragon,10,,8195,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
124,Cupid Pitch,Synchro,LIGHT,,Fairy,4,Tuner,16532,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
125,Supreme King Z-ARC - Synchro Universe,Synchro,DARK,,Dragon,12,Pendulum,19722,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
126,Coach King Giantrainer,Xyz,FIRE,,Warrior,8,,10442,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
127,Number 24: Dragulas the Vampiric Dragon,Xyz,DARK,,Wyrm,6,,12545,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
128,Kikinagashi Fucho,Xyz,WIND,,Winged Beast,1,,13456,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
129,Number 1: Infection Buzzking,Xyz,DARK,,Fiend,8,,19034,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
130,"Blaze, Supreme Ruler of all Dragons",Xyz,FIRE,,Dragon,7,,19542,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
131,Magical Musketeer Max,Link,LIGHT,,Fiend,1,,14209,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
132,"Lyna the Light Charmer, Lustrous",Link,LIGHT,,Spellcaster,2,,16010,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
133,"Dharc the Dark Charmer, Gloomy",Link,DARK,,Spellcaster,2,,16854,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
134,Ursarctic Drytron,Spell,,Normal Spell,,,,16552,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
135,Magical Musket - Steady Hands,Spell,,Quick-play Spell,,,,13322,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
136,Magical Musket - Cross-Domination,Spell,,Quick-play Spell,,,,13323,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
137,Shadow's Light,Spell,,Normal Spell,,,,8425,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
138,Duality,Spell,,Quick-play Spell,,,,18432,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
139,Magical Musket - Desperado,Trap,,Normal Trap,,,,13324,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
140,Magical Musket - Dancing Needle,Trap,,Normal Trap,,,,13325,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
141,Magical Musket - Last Stand,Trap,,Counter Trap,,,,13327,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
142,Magical Musket - Fiendish Deal,Trap,,Continuous Trap,,,,13326,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
143,Magical Musket - Crooked Crown,Trap,,Continuous Trap,,,,14322,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
144,Angel Statue - Azurune,Trap,,Continuous Trap,,,,15770,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
145,Tiki Curse,Trap,,Continuous Trap,,,,9370,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
146,Tiki Soul,Trap,,Continuous Trap,,,,9371,INFINITE FORBIDDEN,2024/09/07,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001385000&rp=99999&request_locale=ae
147,Gimmick Puppet Dreary Doll,Effect,DARK,,Machine,8,,10447,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
148,Light and Darkness Dragon,Effect,LIGHT,,Dragon,8,,6821,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
149,Madolche Magileine,Effect,EARTH,,Spellcaster,4,,10154,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
150,Madolche Anjelly,Effect,EARTH,,Fairy,4,,11057,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
151,Madolche Petingcessoeur,Effect,EARTH,,Fairy,4,,14100,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
152,Madolche Teacher Glassouffle,Xyz,EARTH,,Fairy,4,,14289,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
153,Meteonis Drytron,Spell,,Ritual Spell,,,,15642,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
154,Abyss Shark,Effect,WATER,,Fish,5,,17039,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
155,"Neptabyss, the Atlantean Prince",Effect,WATER,,Sea Serpent,1,,11762,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
156,Atlantean Heavy Infantry,Effect,WATER,,Sea Serpent,2,,10221,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
157,Atlantean Marksman,Effect,WATER,,Sea Serpent,3,,10220,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
158,Atlantean Dragoons,Effect,WATER,,Sea Serpent,4,,10219,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
159,Mermail Abyssteus,Effect,WATER,,Aqua,7,,10471,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
160,Legendary Six Samurai - Kageki,Effect,WIND,,Warrior,3,,9313,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
161,Legendary Six Samurai - Kizan,Effect,EARTH,,Warrior,4,,9311,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
162,Six Samurai United,Spell,,Continuous Spell,,,,7458,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
163,Gateway of the Six,Spell,,Continuous Spell,,,,8602,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
164,Asceticism of the Six Samurai,Spell,,Quick-play Spell,,,,9341,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
165,Floowandereeze & Robina,Effect,WATER,,Winged Beast,1,,16498,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
166,Floowandereeze & Eglen,Effect,WIND,,Winged Beast,1,,16499,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
167,Floowandereeze and the Magnificent Map,Spell,,Field Spell,,,,16544,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
168,Floowandereeze and the Unexplored Winds,Spell,,Continuous Spell,,,,16545,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
169,Floowandereeze and the Advent of Adventure,Spell,,Quick-play Spell,,,,16865,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
170,Vernusylph of the Misting Seedlings,Effect,EARTH,,Fairy,3,,17782,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
171,Vernusylph of the Flourishing Hills,Effect,EARTH,,Fairy,4,,17418,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
172,Beetrooper Scout Buggy,Effect,WIND,,Insect,3,,16628,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
173,Beetrooper Scale Bomber,Effect,FIRE,,Insect,3,,16629,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
174,Beetrooper Sting Lancer,Effect,WIND,,Insect,7,,16630,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
175,"Tidal, Dragon Ruler of Waterfalls",Effect,WATER,,Dragon,7,,10520,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
176,"Stream, Dragon Ruler of Droplets",Effect,WATER,,Dragon,4,,10577,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
177,"Blaster, Dragon Ruler of Infernos",Effect,FIRE,,Dragon,7,,10521,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
178,"Burner, Dragon Ruler of Sparks",Effect,FIRE,,Dragon,3,,10581,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
179,Mist Valley Apex Avian,Effect,WIND,,Winged Beast,7,,8110,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
180,Number 11: Big Eye,Xyz,DARK,,Spellcaster,7,,9861,CREATION PACK 05 +1 BONUS PACK,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001382000&rp=99999&request_locale=ae
181,Exodius the Ultimate Forbidden Lord,Effect,DARK,,Spellcaster,10,,7392,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
182,Obliterate!!!,Trap,,Continuous Trap,,,,12197,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
183,Gimmick Puppet Gear Changer,Effect,EARTH,,Machine,1,,10692,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
184,Gimmick Puppet Egg Head,Effect,EARTH,,Machine,4,,10691,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
185,Gimmick Puppet Scissor Arms,Effect,DARK,,Machine,4,,10694,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
186,Gimmick Puppet Des Troy,Effect,DARK,,Machine,4,,10829,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
187,Gimmick Puppet Humpty Dumpty,Effect,DARK,,Machine,4,,11007,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
188,Gimmick Puppet Terror Baby,Effect,DARK,,Machine,4,,14597,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
189,Gimmick Puppet Dreary Doll,Effect,DARK,,Machine,8,,10447,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
190,Gimmick Puppet Magnet Doll,Effect,DARK,,Machine,8,,10448,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
191,Gimmick Puppet Twilight Joker,Effect,DARK,,Machine,8,,10693,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
192,Gimmick Puppet Nightmare,Effect,DARK,,Machine,8,,10695,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
193,Gimmick Puppet Shadow Feeler,Effect,DARK,,Machine,8,,11008,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
194,Gimmick Puppet Bisque Doll,Effect,DARK,,Machine,8,,14598,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
195,Gimmick Puppet Gigantes Doll,Xyz,DARK,,Machine,4,,14596,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
196,Number 15: Gimmick Puppet Giant Grinder,Xyz,DARK,,Machine,8,,10130,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
197,Number 40: Gimmick Puppet of Strings,Xyz,DARK,,Machine,8,,10216,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
198,Number 88: Gimmick Puppet of Leo,Xyz,DARK,,Machine,8,,10324,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
199,Number C15: Gimmick Puppet Giant Hunter,Xyz,DARK,,Machine,9,,11014,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
200,Number C40: Gimmick Puppet of Dark Strings,Xyz,DARK,,Machine,9,,11015,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
201,Number C88: Gimmick Puppet Disaster Leo,Xyz,DARK,,Machine,9,,11016,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
202,Gimmick Puppet Chimera Doll,Link,DARK,,Machine,2,,14336,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
203,Junk Puppet,Spell,,Normal Spell,,,,10454,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
204,Puppet Ritual,Spell,,Normal Spell,,,,10724,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
205,Rank-Up-Magic Argent Chaos Force,Spell,,Normal Spell,,,,11022,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
206,Condolence Puppet,Spell,,Normal Spell,,,,14868,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
207,Perform Puppet,Spell,,Continuous Spell,,,,14599,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
208,Marshalling Field,Trap,,Continuous Trap,,,,11299,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
209,Puppet Parade,Trap,,Normal Trap,,,,14600,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
210,Samsara Dragon,Effect,LIGHT,,Dragon,1,,15576,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
211,Light and Darkness Dragon,Effect,LIGHT,,Dragon,8,,6821,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
212,Dark End Dragon,Synchro,DARK,,Dragon,8,,7371,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
213,Light End Dragon,Synchro,LIGHT,,Dragon,8,,7372,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
214,Madolche Mewfeuille,Effect,EARTH,,Beast,3,,10151,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
215,Madolche Baaple,Effect,EARTH,,Beast,3,,10152,CREATION PACK 05,2024/08/10,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001381000&rp=99999&request_locale=ae
